Iteration	M	a	b	e	h	
467	53590.0	0.1053	0.006008	3.821E-4	0.4991	
468	57480.0	0.1063	0.007609	4.588E-4	0.5587	
469	56930.0	0.1041	0.008494	4.68E-4	0.3826	
470	56330.0	0.1059	0.009286	5.185E-4	0.4372	
471	30460.0	0.1062	0.007435	5.76E-4	0.3174	
472	20940.0	0.1063	0.009119	5.343E-4	0.3916	
473	45020.0	0.1067	0.009983	4.259E-4	0.5142	
474	30940.0	0.1065	0.008034	4.24E-4	0.4551	
475	49520.0	0.1056	0.009273	4.114E-4	0.4652	
476	59350.0	0.1054	0.005406	4.388E-4	0.5406	
477	56680.0	0.105	0.007625	5.292E-4	0.4335	
478	59900.0	0.1062	0.007845	4.229E-4	0.4623	
479	35440.0	0.1065	0.008905	4.621E-4	0.5054	
480	59230.0	0.1054	0.00748	5.219E-4	0.4179	
481	56870.0	0.1064	0.006576	4.789E-4	0.299	
482	57950.0	0.1061	0.007991	6.636E-4	0.233	
483	49380.0	0.1055	0.01165	4.93E-4	0.3427	
484	59250.0	0.1057	0.009556	5.524E-4	0.3522	
485	57890.0	0.1051	0.008456	5.363E-4	0.3809	
486	55010.0	0.1068	0.006795	5.112E-4	0.3734	
487	53220.0	0.1076	0.00721	4.502E-4	0.4418	
488	36150.0	0.1039	0.0164	5.754E-4	0.6547	
489	56670.0	0.1072	0.005911	5.444E-4	0.2072	
490	41070.0	0.1038	0.007082	5.514E-4	0.4698	
491	56820.0	0.1046	0.009353	3.706E-4	0.5372	
492	59690.0	0.1053	0.01308	5.57E-4	0.6569	
493	59290.0	0.1059	0.01475	3.603E-4	0.6741	
494	52030.0	0.1062	0.01136	3.771E-4	0.4856	
495	57830.0	0.1061	0.006122	4.592E-4	0.4333	
496	57770.0	0.106	0.008335	4.284E-4	0.4382	
497	55250.0	0.1045	0.007841	5.087E-4	0.4324	
498	44590.0	0.1044	0.01395	3.992E-4	0.3842	
499	54100.0	0.1056	0.01498	3.625E-4	0.4155	
500	56540.0	0.1058	0.007415	5.372E-4	0.3203	
501	17950.0	0.1062	0.006535	4.258E-4	0.4602	
502	53040.0	0.1053	0.008239	5.493E-4	0.3803	
503	59040.0	0.1058	0.008552	5.074E-4	0.1741	
504	57360.0	0.1056	0.008213	5.851E-4	0.2074	
505	35360.0	0.1049	0.008133	5.453E-4	0.3599	
506	23650.0	0.1056	0.007684	4.579E-4	0.3541	
507	41450.0	0.1051	0.009333	5.423E-4	0.3322	
508	58460.0	0.1041	0.01067	4.711E-4	0.2131	
509	59490.0	0.1042	0.007096	6.936E-4	0.2972	
510	-10250.0	0.1042	0.0153	3.916E-4	0.2819	
511	52670.0	0.1045	0.007966	5.364E-4	0.6706	
512	25680.0	0.1048	0.01258	4.118E-4	0.5074	
513	57790.0	0.1048	0.01344	3.972E-4	0.4285	
514	55120.0	0.1065	0.01493	4.939E-4	0.3291	
515	55020.0	0.104	0.01309	5.745E-4	0.4101	
516	23210.0	0.1047	0.01217	4.016E-4	0.4328	
517	51820.0	0.1064	0.01304	4.04E-4	0.656	
518	40600.0	0.1061	0.01075	3.78E-4	0.7133	
519	28960.0	0.1047	0.009431	4.176E-4	0.5188	
520	56720.0	0.1048	0.01068	4.482E-4	0.4332	
521	52940.0	0.1057	0.01125	4.459E-4	0.2823	
522	56880.0	0.1068	0.008435	4.788E-4	0.2804	
523	56630.0	0.1054	0.009144	4.904E-4	0.4422	
524	55670.0	0.1043	0.007176	3.99E-4	0.5105	
525	59860.0	0.1056	0.009922	4.341E-4	0.5223	
526	44710.0	0.1057	0.005938	5.004E-4	0.4234	
527	59920.0	0.1031	0.006583	5.425E-4	0.5185	
528	-6550.0	0.1069	0.008895	4.056E-4	0.9011	
529	36570.0	0.1035	0.008933	4.583E-4	0.3269	
530	59140.0	0.1078	0.008567	4.512E-4	0.3868	
531	56210.0	0.1049	0.007427	4.305E-4	0.4562	
532	58460.0	0.1053	0.009269	4.49E-4	0.4507	
533	58880.0	0.1057	0.00947	4.408E-4	0.3487	
534	13460.0	0.1056	0.01044	4.798E-4	0.4384	
535	57590.0	0.107	0.01289	5.306E-4	0.3586	
536	52170.0	0.1048	0.01171	4.615E-4	0.4034	
537	56120.0	0.1055	0.006104	4.488E-4	0.2045	
538	58420.0	0.1044	0.005347	4.92E-4	0.6734	
539	59240.0	0.1042	0.006163	5.23E-4	0.4959	
540	20540.0	0.1049	0.0134	3.738E-4	0.431	
541	48370.0	0.1068	0.01166	3.758E-4	0.7086	
542	33230.0	0.1044	0.01133	4.822E-4	0.3379	
543	59870.0	0.1052	0.007408	4.59E-4	0.3347	
544	58780.0	0.1059	0.004384	5.388E-4	0.3322	
545	59980.0	0.1061	0.006029	5.597E-4	0.3143	
546	57150.0	0.1065	0.005574	5.533E-4	0.3404	
547	44110.0	0.1055	0.005094	6.315E-4	0.1804	
548	57850.0	0.1068	0.007096	6.912E-4	0.2523	
549	44250.0	0.1063	0.008136	5.639E-4	0.2978	
550	41380.0	0.1047	0.008583	4.635E-4	0.4905	
551	59950.0	0.1066	0.01493	5.404E-4	0.2747	
552	43340.0	0.1062	0.01205	5.063E-4	0.4788	
553	55010.0	0.1056	0.01006	4.451E-4	0.4237	
554	59280.0	0.1055	0.009762	5.321E-4	0.3849	
555	49710.0	0.1055	0.01137	4.437E-4	0.557	
556	44230.0	0.1039	0.009666	3.898E-4	0.5973	
557	47600.0	0.1039	0.009164	4.739E-4	0.6113	
558	37340.0	0.1056	0.009984	4.459E-4	0.4675	
559	58750.0	0.1063	0.009751	4.504E-4	0.4864	
560	57980.0	0.1072	0.01232	4.089E-4	0.4015	
561	50210.0	0.1048	0.02094	4.246E-4	0.3997	
562	52510.0	0.1061	0.01299	4.288E-4	0.5129	
563	56320.0	0.1061	0.00996	4.384E-4	0.4587	
564	58750.0	0.1054	0.01201	4.622E-4	0.561	
565	58430.0	0.1054	0.007373	4.282E-4	0.3582	
566	56550.0	0.1053	0.009598	3.938E-4	0.2981	
567	46390.0	0.105	0.006343	5.73E-4	0.3106	
568	50760.0	0.1085	0.005931	6.094E-4	0.2826	
569	59420.0	0.1078	0.008364	4.752E-4	0.3673	
570	46710.0	0.1071	0.009456	4.777E-4	0.2559	
571	35200.0	0.1062	0.008407	5.488E-4	0.3909	
572	59630.0	0.1036	0.0125	4.769E-4	0.3544	
573	59960.0	0.1065	0.008914	4.77E-4	0.2903	
574	59910.0	0.108	0.01067	5.006E-4	0.6754	
575	59850.0	0.1066	0.009515	3.827E-4	0.5601	
576	58160.0	0.1051	0.009893	3.933E-4	0.4204	
577	51150.0	0.1062	0.008262	5.707E-4	0.4141	
578	59740.0	0.1047	0.009356	4.887E-4	0.3157	
579	58940.0	0.1066	0.005092	5.408E-4	0.3481	
580	56250.0	0.1055	0.005924	5.416E-4	0.2961	
581	54870.0	0.1052	0.007109	5.76E-4	0.327	
582	58920.0	0.1047	0.007669	5.07E-4	0.5093	
583	51280.0	0.1067	0.008917	5.37E-4	0.2137	
584	54930.0	0.1069	0.008117	4.78E-4	0.4421	
585	55790.0	0.1044	0.01026	4.719E-4	0.4062	
586	32930.0	0.1053	0.009663	4.15E-4	0.5214	
587	49980.0	0.1038	0.01101	4.121E-4	0.4314	
588	28310.0	0.1053	0.01362	4.339E-4	0.3507	
589	57370.0	0.1065	0.006609	3.271E-4	0.4215	
590	55550.0	0.1067	0.005573	5.781E-4	0.4231	
591	41840.0	0.1042	0.005255	5.599E-4	0.2897	
592	59200.0	0.1043	0.007984	5.529E-4	0.3214	
593	52510.0	0.1075	0.009706	5.27E-4	0.5478	
594	56200.0	0.1079	0.00878	4.987E-4	0.5964	
595	37370.0	0.1074	0.005902	4.907E-4	0.5617	
596	48270.0	0.1062	0.007444	4.59E-4	0.3863	
597	53830.0	0.1055	0.01333	4.757E-4	0.4108	
598	50550.0	0.1063	0.01142	5.061E-4	0.3395	
599	49700.0	0.1063	0.005544	4.419E-4	0.397	
600	59800.0	0.1067	0.003701	4.98E-4	0.4491	
601	52030.0	0.105	0.008535	4.833E-4	0.4322	
602	49390.0	0.1056	0.008913	4.352E-4	0.4048	
603	43410.0	0.1048	0.0058	4.368E-4	0.5958	
604	52410.0	0.1051	0.006044	4.5E-4	0.7564	
605	57800.0	0.1062	0.008416	4.629E-4	0.7288	
606	25620.0	0.1057	0.006676	4.894E-4	0.4677	
607	59540.0	0.1061	0.009436	3.744E-4	0.5638	
608	52690.0	0.1063	0.005275	4.791E-4	0.5468	
609	60010.0	0.1059	0.006978	4.509E-4	0.5613	
610	43770.0	0.1056	0.006556	5.251E-4	0.4816	
611	33030.0	0.1065	0.00766	5.281E-4	0.4227	
612	47870.0	0.1057	0.009005	4.171E-4	0.4953	
613	49160.0	0.1056	0.006364	4.356E-4	0.4694	
614	50010.0	0.1047	0.007155	5.545E-4	0.4046	
615	59980.0	0.1069	0.01314	5.029E-4	0.3148	
616	32900.0	0.1067	0.01129	4.291E-4	0.3929	
617	53050.0	0.1052	0.01035	4.418E-4	0.4326	
618	59070.0	0.1063	0.01045	4.912E-4	0.3542	
619	57950.0	0.1062	0.004911	5.069E-4	0.4144	
620	51250.0	0.1059	0.008836	4.832E-4	0.444	
621	24670.0	0.1061	0.009811	5.286E-4	0.3085	
622	17540.0	0.1053	0.009437	5.318E-4	0.4676	
623	56520.0	0.1067	0.009758	4.54E-4	0.3542	
624	59940.0	0.1057	0.007848	4.806E-4	0.5607	
625	57610.0	0.1055	0.0101	3.953E-4	0.6658	
626	45870.0	0.1063	0.008035	5.024E-4	0.3872	
627	45540.0	0.1054	0.007895	5.673E-4	0.3669	
628	58690.0	0.1044	0.006643	5.387E-4	0.5022	
629	59960.0	0.1056	0.006842	4.592E-4	0.3749	
630	10230.0	0.1056	0.004409	5.089E-4	0.4295	
631	57690.0	0.1061	0.005563	5.299E-4	0.2999	
632	59690.0	0.1044	0.009102	5.52E-4	0.526	
633	49920.0	0.1057	0.01202	4.265E-4	0.3917	
634	59990.0	0.1057	0.009215	3.42E-4	0.5471	
635	59780.0	0.1055	0.009132	5.191E-4	0.6528	
636	58730.0	0.1054	0.006756	5.275E-4	0.3274	
637	40820.0	0.1066	0.006497	5.1E-4	0.2994	
638	59950.0	0.1051	0.009803	4.907E-4	0.5298	
639	59810.0	0.1066	0.01736	5.165E-4	0.3268	
640	59710.0	0.1039	0.008439	4.388E-4	0.4539	
641	58750.0	0.1061	0.008792	5.006E-4	0.3066	
642	60010.0	0.1064	0.007253	5.761E-4	0.2756	
643	54170.0	0.1048	0.009167	4.887E-4	0.5005	
644	49930.0	0.1045	0.00751	4.452E-4	0.4803	
645	54790.0	0.1048	0.00779	5.113E-4	0.5667	
646	46230.0	0.1052	0.009712	4.976E-4	0.4589	
647	57180.0	0.104	0.01239	4.336E-4	0.469	
648	42570.0	0.1063	0.01168	4.997E-4	0.4929	
649	57630.0	0.1071	0.01039	4.88E-4	0.2389	
650	50640.0	0.1048	0.01075	5.353E-4	0.7235	
651	58480.0	0.1062	0.01417	4.482E-4	0.5921	
652	47950.0	0.1048	0.01568	4.531E-4	0.5494	
653	42480.0	0.1051	0.004152	4.942E-4	0.5025	
654	41610.0	0.1051	0.009939	3.414E-4	0.4559	
655	57510.0	0.1054	0.009977	3.49E-4	0.6429	
656	58830.0	0.1058	0.008162	4.845E-4	0.3356	
657	59940.0	0.1041	0.01144	5.343E-4	0.3296	
658	53630.0	0.1045	0.008306	5.066E-4	0.3482	
659	22570.0	0.1055	0.005199	5.003E-4	0.3331	
660	59980.0	0.1068	0.007551	4.767E-4	0.5094	
661	56150.0	0.1061	0.009181	4.764E-4	0.4572	
662	58870.0	0.1061	0.01566	4.693E-4	0.3744	
663	59670.0	0.105	0.01468	4.571E-4	0.3039	
664	59380.0	0.1044	0.01115	5.189E-4	0.4454	
665	6.0E+4	0.1051	0.01035	4.396E-4	0.3611	
666	59920.0	0.1057	0.00675	6.481E-4	0.3211	
667	54750.0	0.1053	0.00853	5.768E-4	0.463	
668	54270.0	0.1049	0.01075	4.076E-4	0.3338	
669	56920.0	0.1055	0.009879	4.03E-4	0.668	
670	59980.0	0.1059	0.009403	4.227E-4	0.5842	
671	57650.0	0.1073	0.008921	3.808E-4	0.4282	
672	38900.0	0.1078	0.007434	4.856E-4	0.4267	
673	47270.0	0.1049	0.01011	4.892E-4	0.432	
674	58060.0	0.1068	0.01301	4.839E-4	0.3494	
675	52530.0	0.1062	0.00855	5.781E-4	0.357	
676	55290.0	0.1045	0.009573	5.397E-4	0.3591	
677	55980.0	0.1061	0.008988	5.047E-4	0.3118	
678	6.0E+4	0.1056	0.005539	6.265E-4	0.3497	
679	58900.0	0.1048	0.00601	4.978E-4	0.434	
680	59610.0	0.1067	0.006056	4.975E-4	0.3799	
681	59990.0	0.105	0.006593	5.083E-4	0.3952	
682	57890.0	0.1057	0.006367	4.653E-4	0.3597	
683	49480.0	0.106	0.006281	5.341E-4	0.5467	
684	59080.0	0.1067	0.003682	5.218E-4	0.4472	
685	57040.0	0.1047	0.005621	4.946E-4	0.3222	
686	57890.0	0.1051	0.006402	5.288E-4	0.3566	
687	57870.0	0.104	0.008616	5.145E-4	0.3169	
688	57640.0	0.1038	0.01073	5.568E-4	0.4305	
689	60010.0	0.1053	0.01185	5.226E-4	0.343	
690	40150.0	0.1049	0.01333	4.036E-4	0.5029	
691	45120.0	0.105	0.007112	4.755E-4	0.5423	
692	6.0E+4	0.106	0.01273	5.137E-4	0.4359	
693	-23810.0	0.1049	0.009816	4.806E-4	0.4515	
694	57590.0	0.1056	0.00852	5.212E-4	0.4068	
695	58110.0	0.1062	0.006262	5.005E-4	0.5725	
696	57950.0	0.1055	0.006184	4.57E-4	0.3157	
697	53300.0	0.1041	0.006132	3.943E-4	0.5381	
698	-25840.0	0.1073	0.00962	3.497E-4	0.3779	
699	59870.0	0.1049	0.0108	5.402E-4	0.3525	
700	19330.0	0.1054	0.008096	5.391E-4	0.2201	
701	56270.0	0.1057	0.008087	5.436E-4	0.2379	
702	59780.0	0.1049	0.008047	5.186E-4	0.1921	
703	54810.0	0.1053	0.008293	5.664E-4	0.4146	
704	53100.0	0.1061	0.00956	5.486E-4	0.3535	
705	50790.0	0.1043	0.009135	6.053E-4	0.3235	
706	-21450.0	0.1045	0.008839	4.956E-4	0.398	
707	31080.0	0.1056	0.01166	5.773E-4	0.4714	
708	23270.0	0.1056	0.01129	5.922E-4	0.1912	
709	59410.0	0.1045	0.009889	4.519E-4	0.7064	
710	59650.0	0.106	0.01139	4.038E-4	0.5689	
711	55220.0	0.1061	0.01355	4.107E-4	0.3676	
712	52320.0	0.1062	0.01321	4.836E-4	0.2615	
713	53890.0	0.105	0.01318	4.786E-4	0.3362	
714	59710.0	0.1059	0.01026	4.417E-4	0.5709	
715	56590.0	0.1068	0.009806	4.406E-4	0.6217	
716	7624.0	0.1036	0.01428	4.466E-4	0.6092	
717	51350.0	0.105	0.01342	5.177E-4	0.3325	
718	39290.0	0.1059	0.009	4.42E-4	0.2597	
719	54310.0	0.1045	0.007893	4.795E-4	0.2388	
720	34080.0	0.1055	0.01063	5.188E-4	0.511	
721	59930.0	0.1055	0.008128	4.788E-4	0.4229	
722	59760.0	0.1069	0.0071	4.86E-4	0.4354	
723	48480.0	0.107	0.005534	4.577E-4	0.5165	
724	48590.0	0.1058	0.01081	5.051E-4	0.4577	
725	59020.0	0.1035	0.01035	4.921E-4	0.625	
726	41170.0	0.1075	0.01039	4.432E-4	0.2826	
727	55210.0	0.1073	0.007777	4.67E-4	0.5086	
728	50050.0	0.1066	0.009281	4.385E-4	0.5422	
729	40470.0	0.1046	0.008286	3.553E-4	0.8936	
730	52140.0	0.1069	0.007752	4.264E-4	0.864	
731	35570.0	0.1062	0.008824	4.433E-4	0.7282	
732	58820.0	0.106	0.008808	3.918E-4	0.7623	
733	53280.0	0.1051	0.01087	3.89E-4	0.6613	
734	59540.0	0.1046	0.01133	4.09E-4	0.6895	
735	36980.0	0.1059	0.01218	3.995E-4	0.5757	
736	59940.0	0.1047	0.007337	3.938E-4	0.4431	
737	54130.0	0.1064	0.006503	4.126E-4	0.5588	
738	52360.0	0.1061	0.01231	3.661E-4	0.4554	
739	54570.0	0.1048	0.01306	5.66E-4	0.3409	
740	59310.0	0.1048	0.01258	6.953E-4	0.3932	
741	55940.0	0.1064	0.01336	4.87E-4	0.2461	
742	21240.0	0.106	0.007205	4.468E-4	0.4722	
743	57860.0	0.1053	0.006187	3.875E-4	0.4097	
744	38970.0	0.1056	0.006287	5.001E-4	0.3778	
745	57770.0	0.1064	0.009643	4.495E-4	0.3419	
746	52170.0	0.1054	0.01047	6.178E-4	0.4354	
747	52650.0	0.1055	0.01408	3.822E-4	0.355	
748	49580.0	0.104	0.007381	3.603E-4	0.7127	
749	45520.0	0.1043	0.007138	2.938E-4	0.5875	
750	5126.0	0.106	0.007041	5.782E-4	0.4161	
751	59040.0	0.1054	0.0112	5.1E-4	0.3844	
752	49260.0	0.1057	0.007145	5.401E-4	0.3335	
753	50530.0	0.1055	0.01191	4.959E-4	0.6607	
754	41200.0	0.1057	0.01334	3.822E-4	0.3829	
755	49280.0	0.1055	0.01154	5.075E-4	0.3486	
756	58250.0	0.1045	0.01147	4.963E-4	0.5057	
757	53850.0	0.1048	0.01164	4.505E-4	0.5691	
758	53700.0	0.1052	0.00862	4.74E-4	0.4221	
759	54910.0	0.1064	0.008615	5.607E-4	0.4038	
760	49240.0	0.1055	0.01409	5.85E-4	0.2977	
761	48940.0	0.1049	0.009711	3.984E-4	0.5966	
762	53800.0	0.1072	0.006749	4.395E-4	0.4481	
763	15810.0	0.1068	0.008595	4.62E-4	0.3953	
764	59530.0	0.1064	0.009905	4.851E-4	0.361	
765	6.0E+4	0.1067	0.009114	4.812E-4	0.4143	
766	58010.0	0.1062	0.009374	4.114E-4	0.5706	
767	57220.0	0.105	0.01157	4.27E-4	0.3467	
768	59790.0	0.1061	0.008308	5.858E-4	0.53	
769	40990.0	0.1061	0.009798	5.427E-4	0.4847	
770	52960.0	0.1055	0.008707	5.389E-4	0.5257	
771	53770.0	0.1053	0.009746	5.456E-4	0.2947	
772	23390.0	0.1052	0.01047	4.891E-4	0.3985	
773	36930.0	0.1063	0.01149	6.199E-4	0.2689	
774	39780.0	0.1053	0.00813	5.869E-4	0.3727	
775	59760.0	0.1058	0.008473	5.275E-4	0.444	
776	59880.0	0.1051	0.008229	4.481E-4	0.4578	
777	56720.0	0.1064	0.005622	4.797E-4	0.515	
778	40540.0	0.1053	0.01139	4.818E-4	0.597	
779	52330.0	0.1052	0.008832	5.043E-4	0.3088	
780	56020.0	0.105	0.01008	4.693E-4	0.229	
781	59970.0	0.1037	0.01109	5.604E-4	0.4477	
782	59780.0	0.1042	0.009562	5.153E-4	0.5489	
783	59680.0	0.1053	0.01234	4.667E-4	0.3036	
784	54870.0	0.1054	0.009028	5.118E-4	0.3727	
785	31520.0	0.1054	0.007877	4.826E-4	0.5195	
786	53590.0	0.1058	0.01121	4.456E-4	0.3702	
787	51170.0	0.1058	0.008488	4.548E-4	0.3052	
788	54300.0	0.1057	0.008652	4.913E-4	0.6063	
789	50510.0	0.1065	0.01325	4.226E-4	0.5186	
790	55640.0	0.1053	0.01428	4.864E-4	0.5268	
791	53480.0	0.1054	0.009119	4.972E-4	0.3595	
792	59570.0	0.1052	0.008136	4.86E-4	0.5069	
793	50010.0	0.1071	0.006439	4.671E-4	0.375	
794	59040.0	0.107	0.005023	4.448E-4	0.4909	
795	59770.0	0.1046	0.005218	4.353E-4	0.8738	
796	56200.0	0.106	0.008787	4.604E-4	0.368	
797	51960.0	0.1054	0.01004	4.623E-4	0.4058	
798	51250.0	0.107	0.0106	4.56E-4	0.3859	
799	44800.0	0.1043	0.009612	4.553E-4	0.4378	
800	58370.0	0.1044	0.008096	5.322E-4	0.2502	
801	59480.0	0.1062	0.008862	4.994E-4	0.1951	
802	59450.0	0.106	0.01077	5.418E-4	0.2553	
803	46590.0	0.1062	0.007513	4.805E-4	0.4759	
804	58450.0	0.1071	0.01076	4.223E-4	0.4915	
805	49190.0	0.1048	0.007385	4.288E-4	0.2786	
806	58540.0	0.1055	0.007446	4.586E-4	0.391	
807	55470.0	0.1065	0.007415	5.704E-4	0.313	
808	50420.0	0.106	0.007953	5.808E-4	0.2864	
809	59570.0	0.1063	0.009886	4.17E-4	0.3684	
810	58940.0	0.1055	0.0121	4.512E-4	0.3616	
811	34870.0	0.1043	0.007776	4.792E-4	0.3877	
812	49100.0	0.1045	0.006305	4.766E-4	0.4619	
813	6617.0	0.1068	0.007537	4.766E-4	0.2794	
814	53280.0	0.106	0.008728	6.26E-4	0.3425	
815	9940.0	0.1053	0.01037	4.323E-4	0.294	
816	41970.0	0.1049	0.008124	6.334E-4	0.3642	
817	23530.0	0.1066	0.005618	4.956E-4	0.4377	
818	59450.0	0.1056	0.005558	6.361E-4	0.2966	
819	-5713.0	0.1049	0.01295	5.23E-4	0.4071	
820	26860.0	0.1054	0.01176	3.922E-4	0.4561	
821	57690.0	0.1054	0.01127	4.638E-4	0.5474	
822	50040.0	0.1055	0.008524	4.223E-4	0.2848	
823	49750.0	0.1061	0.009843	6.64E-4	0.3855	
824	57110.0	0.1043	0.01336	3.576E-4	0.5281	
825	59940.0	0.105	0.008133	4.973E-4	0.5289	
826	41780.0	0.1055	0.006845	4.486E-4	0.4209	
827	58620.0	0.1066	0.00541	5.195E-4	0.3912	
828	59820.0	0.1054	0.0075	4.193E-4	0.3787	
829	34890.0	0.1058	0.01181	6.297E-4	0.3897	
830	57840.0	0.1053	0.009668	4.765E-4	0.3431	
831	55310.0	0.1053	0.01287	4.88E-4	0.3355	
832	57640.0	0.1054	0.009657	5.391E-4	0.4042	
833	59990.0	0.1048	0.01053	5.058E-4	0.3545	
834	55770.0	0.1062	0.01042	4.273E-4	0.4766	
835	58300.0	0.1064	0.01371	4.162E-4	0.3999	
836	59900.0	0.1055	0.01154	4.971E-4	0.5912	
837	53130.0	0.1074	0.008385	4.076E-4	0.5741	
838	59630.0	0.1055	0.006104	5.429E-4	0.3413	
839	56710.0	0.1046	0.01021	4.371E-4	0.4812	
840	4.8E+4	0.1049	0.007194	4.719E-4	0.4214	
841	24790.0	0.1054	0.0065	5.203E-4	0.4272	
842	59990.0	0.106	0.006989	5.399E-4	0.4188	
843	-3645.0	0.1054	0.008463	5.424E-4	0.2367	
844	31640.0	0.1051	0.007355	5.339E-4	0.2534	
845	27650.0	0.1052	0.007494	5.372E-4	0.2468	
846	31840.0	0.1063	0.01047	5.899E-4	0.3218	
847	11090.0	0.1052	0.007539	5.297E-4	0.2995	
848	55810.0	0.1065	0.017	5.858E-4	0.3895	
849	59330.0	0.1061	0.01272	4.201E-4	0.394	
850	53420.0	0.1062	0.01275	5.579E-4	0.2837	
851	35340.0	0.1052	0.009279	5.497E-4	0.2477	
852	49230.0	0.1066	0.007692	5.209E-4	0.46	
853	33240.0	0.1075	0.007658	5.213E-4	0.4353	
854	40830.0	0.1047	0.01134	5.22E-4	0.4588	
855	9539.0	0.1058	0.01027	5.57E-4	0.4061	
856	53700.0	0.104	0.01415	5.515E-4	0.2662	
857	56260.0	0.1075	0.01007	6.421E-4	0.2338	
858	46310.0	0.1043	0.008627	5.926E-4	0.4332	
859	33440.0	0.1046	0.008122	6.022E-4	0.3789	
860	59180.0	0.105	0.01187	5.184E-4	0.2951	
861	57060.0	0.1047	0.01195	4.483E-4	0.3611	
862	47380.0	0.1061	0.009402	5.822E-4	0.2663	
863	59080.0	0.1056	0.01299	5.573E-4	0.3827	
864	17530.0	0.1035	0.008514	5.474E-4	0.3239	
865	49020.0	0.1035	0.008079	5.25E-4	0.3256	
866	59970.0	0.1049	0.008743	5.468E-4	0.3674	
867	54750.0	0.1058	0.008166	5.941E-4	0.329	
868	53620.0	0.1051	0.01183	5.343E-4	0.3141	
869	9300.0	0.1052	0.009785	5.318E-4	0.3618	
870	46800.0	0.1062	0.008518	4.347E-4	0.4109	
871	33390.0	0.1058	0.005886	3.652E-4	0.6744	
872	51480.0	0.1051	0.006039	4.665E-4	0.3228	
873	56090.0	0.1065	0.01485	5.934E-4	0.5645	
874	-4678.0	0.1059	0.01177	5.416E-4	0.6857	
875	47740.0	0.105	0.009875	4.21E-4	0.6016	
876	55520.0	0.1038	0.01534	4.399E-4	0.6127	
877	57660.0	0.1066	0.009585	4.502E-4	0.4966	
878	52060.0	0.1063	0.007154	4.448E-4	0.5263	
879	33370.0	0.106	0.008289	4.702E-4	0.5119	
880	49750.0	0.105	0.01215	4.711E-4	0.4137	
881	41460.0	0.1053	0.01235	5.662E-4	0.3929	
882	59990.0	0.106	0.01137	3.921E-4	0.5971	
883	54640.0	0.1079	0.006351	4.418E-4	0.4779	
884	50820.0	0.1056	0.007432	4.366E-4	0.4745	
885	56250.0	0.1064	0.007711	5.052E-4	0.4777	
886	55780.0	0.1054	0.009967	5.158E-4	0.3789	
887	50340.0	0.1061	0.008752	5.259E-4	0.4433	
888	59950.0	0.1041	0.01168	4.162E-4	0.4614	
889	54550.0	0.107	0.009551	4.602E-4	0.2987	
890	47880.0	0.1056	0.008458	5.485E-4	0.1655	
891	59960.0	0.1055	0.008138	6.599E-4	0.3647	
892	56990.0	0.1066	0.004638	5.957E-4	0.3972	
893	59410.0	0.1067	0.01103	4.377E-4	0.4136	
894	44300.0	0.1048	0.005799	4.779E-4	0.3784	
895	41550.0	0.1053	0.006853	4.641E-4	0.4618	
896	47400.0	0.1059	0.007913	4.834E-4	0.2766	
897	59130.0	0.1062	0.006435	5.267E-4	0.4045	
898	59210.0	0.1052	0.008657	4.682E-4	0.5349	
899	53950.0	0.1066	0.01198	4.517E-4	0.5247	
900	57470.0	0.1047	0.006478	4.758E-4	0.3217	
901	47630.0	0.1062	0.005342	4.664E-4	0.2798	
902	58610.0	0.1063	0.0048	4.444E-4	0.3008	
903	49530.0	0.1057	0.004784	5.568E-4	0.4431	
904	42450.0	0.1058	0.007367	6.104E-4	0.4192	
905	58770.0	0.1057	0.006826	6.119E-4	0.4133	
906	5337.0	0.1053	0.008254	4.178E-4	0.4863	
907	8737.0	0.1062	0.009527	5.72E-4	0.3255	
908	34890.0	0.1059	0.007556	5.693E-4	0.4407	
909	28940.0	0.1063	0.01036	6.032E-4	0.3593	
910	57620.0	0.1056	0.01186	6.162E-4	0.351	
911	55300.0	0.1062	0.006309	4.601E-4	0.6667	
912	59690.0	0.1077	0.008477	3.956E-4	0.7172	
913	54400.0	0.1044	0.01563	4.527E-4	0.5648	
914	50380.0	0.1045	0.0162	4.27E-4	0.5952	
915	54470.0	0.1051	0.01487	4.884E-4	0.4271	
916	5.9E+4	0.1064	0.01648	5.209E-4	0.3889	
917	59400.0	0.1061	0.01317	4.733E-4	0.3574	
918	58730.0	0.1055	0.00725	5.102E-4	0.3315	
919	58980.0	0.1061	0.008331	4.607E-4	0.6094	
920	17930.0	0.1057	0.007966	4.38E-4	0.6913	
921	54550.0	0.1066	0.01242	4.231E-4	0.4884	
922	46800.0	0.1046	0.01263	4.99E-4	0.3803	
923	58350.0	0.1059	0.01084	4.926E-4	0.2886	
924	57960.0	0.1054	0.01143	4.883E-4	0.3063	
925	42230.0	0.106	0.01235	3.798E-4	0.5247	
926	55720.0	0.1062	0.006917	4.9E-4	0.3741	
927	59730.0	0.1046	0.006658	4.04E-4	0.3075	
928	50480.0	0.1059	0.01149	4.967E-4	0.3079	
929	49490.0	0.1075	0.008942	5.009E-4	0.5944	
930	47220.0	0.1059	0.006828	4.008E-4	0.5269	
931	13320.0	0.1057	0.007332	4.72E-4	0.1914	
932	57880.0	0.1044	0.006537	5.821E-4	0.2184	
933	52270.0	0.1066	0.006464	4.805E-4	0.6068	
934	54020.0	0.1063	0.007483	5.044E-4	0.3937	
