Iteration	M	a	b	e	h	
17503	57510.0	0.1055	0.007307	5.707E-4	0.3158	
17504	59510.0	0.108	0.006794	4.713E-4	0.4152	
17505	58280.0	0.1066	0.00668	5.7E-4	0.4147	
17506	56620.0	0.1068	0.008798	4.389E-4	0.6235	
17507	57660.0	0.1067	0.01034	5.207E-4	0.3911	
17508	58960.0	0.1044	0.007604	5.278E-4	0.434	
17509	44360.0	0.1055	0.01351	4.398E-4	0.3199	
17510	58470.0	0.1064	0.01312	3.939E-4	0.5553	
17511	59990.0	0.1053	0.007629	3.702E-4	0.7296	
17512	59190.0	0.1058	0.008736	4.06E-4	0.3764	
17513	51200.0	0.1049	0.007281	4.042E-4	0.5316	
17514	55810.0	0.1066	0.009523	5.27E-4	0.3399	
17515	51720.0	0.1059	0.005773	4.293E-4	0.5981	
17516	41670.0	0.1066	0.003705	4.565E-4	0.6023	
17517	57110.0	0.1068	0.005838	4.638E-4	0.3749	
17518	38560.0	0.1049	0.00754	4.761E-4	0.4201	
17519	45410.0	0.1057	0.01191	4.759E-4	0.4118	
17520	56750.0	0.1056	0.005775	4.694E-4	0.4363	
17521	55840.0	0.1065	0.005733	4.197E-4	0.4206	
17522	54820.0	0.1055	0.006619	6.117E-4	0.3692	
17523	59770.0	0.1054	0.00546	5.59E-4	0.3221	
17524	55080.0	0.1068	0.006991	4.812E-4	0.4301	
17525	55230.0	0.1055	0.007025	4.763E-4	0.418	
17526	52340.0	0.1062	0.00872	4.829E-4	0.4167	
17527	22620.0	0.1061	0.008784	5.076E-4	0.2367	
17528	48340.0	0.106	0.0118	5.408E-4	0.5721	
17529	51190.0	0.1068	0.009751	3.456E-4	0.4	
17530	59730.0	0.1067	0.009956	3.293E-4	0.5923	
17531	58450.0	0.1072	0.00751	3.738E-4	0.5572	
17532	57500.0	0.1073	0.007336	5.195E-4	0.2516	
17533	49150.0	0.1062	0.007773	6.327E-4	0.3556	
17534	27660.0	0.105	0.007866	3.792E-4	0.595	
17535	60010.0	0.1061	0.008195	4.289E-4	0.3075	
17536	19850.0	0.1068	0.008857	4.752E-4	0.3704	
17537	58970.0	0.1051	0.009706	5.755E-4	0.4066	
17538	26640.0	0.1078	0.009794	4.124E-4	0.523	
17539	50620.0	0.1054	0.009384	4.973E-4	0.1936	
17540	25260.0	0.1068	0.004002	5.611E-4	0.2978	
17541	49910.0	0.106	0.005135	5.044E-4	0.2277	
17542	59720.0	0.1062	0.005781	5.811E-4	0.356	
17543	59470.0	0.1049	0.008704	4.108E-4	0.5131	
17544	59620.0	0.1057	0.006176	5.641E-4	0.4509	
17545	58950.0	0.1061	0.008716	4.187E-4	0.4824	
17546	21340.0	0.1064	0.007906	4.803E-4	0.3927	
17547	59530.0	0.1073	0.0125	4.504E-4	0.5725	
17548	32820.0	0.1075	0.006055	4.271E-4	0.6064	
17549	45580.0	0.1044	0.006034	4.726E-4	0.5259	
17550	56110.0	0.1062	0.008619	4.621E-4	0.4787	
17551	47720.0	0.1052	0.008557	4.802E-4	0.2824	
17552	49150.0	0.1055	0.007383	5.178E-4	0.4756	
17553	36220.0	0.106	0.006535	4.849E-4	0.3921	
17554	59770.0	0.1059	0.006242	4.305E-4	0.433	
17555	52890.0	0.1066	0.005394	4.404E-4	0.5087	
17556	46390.0	0.1059	0.005951	3.997E-4	0.4406	
17557	58410.0	0.1063	0.01219	4.015E-4	0.4149	
17558	59890.0	0.1054	0.01561	4.368E-4	0.6523	
17559	54460.0	0.1048	0.01015	4.247E-4	0.3987	
17560	59900.0	0.1055	0.01191	4.659E-4	0.4602	
17561	57320.0	0.1056	0.008622	4.738E-4	0.5078	
17562	57180.0	0.1049	0.008891	4.371E-4	0.3659	
17563	59380.0	0.1058	0.004609	5.022E-4	0.3106	
17564	59580.0	0.1043	0.006215	5.076E-4	0.4295	
17565	5.9E+4	0.1044	0.005973	5.913E-4	0.4507	
17566	59980.0	0.1071	0.008557	5.823E-4	0.3128	
17567	57260.0	0.1049	0.01408	5.839E-4	0.2994	
17568	57360.0	0.1048	0.01349	4.197E-4	0.4178	
17569	42350.0	0.1065	0.008351	3.986E-4	0.6148	
17570	45340.0	0.1066	0.009754	4.052E-4	0.4066	
17571	52920.0	0.1042	0.007526	3.774E-4	0.4303	
17572	49450.0	0.1052	0.009169	5.999E-4	0.3845	
17573	38530.0	0.1067	0.01052	5.718E-4	0.3011	
17574	22800.0	0.1048	0.008667	5.594E-4	0.3045	
17575	59980.0	0.1061	0.009577	4.272E-4	0.3442	
17576	52780.0	0.1061	0.008565	4.155E-4	0.505	
17577	52360.0	0.1058	0.009137	4.972E-4	0.5276	
17578	59480.0	0.1059	0.007058	4.516E-4	0.2811	
17579	47230.0	0.1068	0.008746	4.891E-4	0.6699	
17580	57140.0	0.1045	0.008311	4.016E-4	0.3384	
17581	43150.0	0.1047	0.008425	6.042E-4	0.1597	
17582	48990.0	0.1062	0.008592	6.253E-4	0.2998	
17583	39410.0	0.1073	0.008381	6.245E-4	0.3083	
17584	50720.0	0.1062	0.006503	6.306E-4	0.2771	
17585	54150.0	0.1058	0.007183	3.735E-4	0.6648	
17586	56330.0	0.1047	0.008618	5.307E-4	0.6377	
17587	47280.0	0.1071	0.01522	4.002E-4	0.5591	
17588	27780.0	0.1053	0.007374	4.755E-4	0.4038	
17589	-1189.0	0.1059	0.009723	5.403E-4	0.4034	
17590	32870.0	0.1052	0.009934	5.496E-4	0.3324	
17591	46990.0	0.1072	0.007536	4.789E-4	0.4265	
17592	44360.0	0.1058	0.008039	4.413E-4	0.5542	
17593	59390.0	0.1056	0.006815	3.965E-4	0.5014	
17594	47880.0	0.1066	0.006033	5.157E-4	0.3394	
17595	32250.0	0.1052	0.009783	5.34E-4	0.25	
17596	38140.0	0.1049	0.009396	4.685E-4	0.246	
17597	52190.0	0.1061	0.008748	5.103E-4	0.4526	
17598	59500.0	0.1059	0.008474	3.855E-4	0.4492	
17599	30890.0	0.1048	0.005194	6.247E-4	0.2849	
17600	54470.0	0.1067	0.01182	5.061E-4	0.471	
17601	46680.0	0.1044	0.01333	3.954E-4	0.3789	
17602	57540.0	0.1075	0.00651	4.465E-4	0.4408	
17603	-28700.0	0.1065	0.01142	4.304E-4	0.3176	
17604	25740.0	0.1051	0.01081	4.982E-4	0.3953	
17605	45690.0	0.1052	0.006877	5.082E-4	0.3309	
17606	59410.0	0.1052	0.009697	4.977E-4	0.4465	
17607	24480.0	0.1044	0.01096	5.218E-4	0.408	
17608	6.0E+4	0.1044	0.009716	5.899E-4	0.3353	
17609	58390.0	0.1035	0.009885	6.282E-4	0.3718	
17610	57710.0	0.1083	0.009553	4.391E-4	0.4188	
17611	57080.0	0.1045	0.008324	3.737E-4	0.4587	
17612	52810.0	0.105	0.00609	4.791E-4	0.3902	
17613	50510.0	0.1049	0.007298	4.754E-4	0.4411	
17614	46450.0	0.1049	0.007033	4.564E-4	0.3382	
17615	33410.0	0.1059	0.007013	5.182E-4	0.3491	
17616	6.0E+4	0.1056	0.008128	3.834E-4	0.3096	
17617	59370.0	0.1056	0.005851	4.863E-4	0.3559	
17618	54920.0	0.1051	0.01316	5.463E-4	0.3297	
17619	56890.0	0.107	0.01161	5.166E-4	0.403	
17620	59550.0	0.1073	0.007226	4.328E-4	0.3458	
17621	59640.0	0.1043	0.007269	4.803E-4	0.2821	
17622	57350.0	0.1068	0.009436	5.623E-4	0.4109	
17623	44750.0	0.105	0.008385	3.592E-4	0.6325	
17624	55610.0	0.1067	0.008796	4.526E-4	0.456	
17625	49580.0	0.1078	0.01056	5.18E-4	0.2993	
17626	46680.0	0.1078	0.01252	5.312E-4	0.4058	
17627	46370.0	0.1072	0.008794	4.985E-4	0.489	
17628	6.0E+4	0.1042	0.01137	4.944E-4	0.418	
17629	59990.0	0.1058	0.01023	5.07E-4	0.3654	
17630	57480.0	0.1069	0.01104	4.989E-4	0.5703	
17631	59560.0	0.1059	0.01259	4.229E-4	0.6781	
17632	53270.0	0.1061	0.01186	4.307E-4	0.4592	
17633	48460.0	0.1068	0.007486	4.25E-4	0.5829	
17634	43550.0	0.1075	0.006998	3.368E-4	0.6084	
17635	59370.0	0.1059	0.006219	5.853E-4	0.5191	
17636	51900.0	0.1049	0.006691	5.009E-4	0.2043	
17637	43300.0	0.104	0.008269	5.62E-4	0.2905	
17638	56220.0	0.1056	0.008378	5.24E-4	0.4848	
17639	31100.0	0.1055	0.00931	5.096E-4	0.4104	
17640	4.4E+4	0.1061	0.007681	4.785E-4	0.4183	
17641	59210.0	0.1055	0.007506	5.219E-4	0.346	
17642	36630.0	0.1058	0.00805	4.965E-4	0.3436	
17643	44070.0	0.1068	0.01031	4.678E-4	0.3108	
17644	40990.0	0.1048	0.01292	3.917E-4	0.6713	
17645	57600.0	0.1054	0.01028	3.916E-4	0.5425	
17646	57290.0	0.1053	0.01142	3.816E-4	0.5304	
17647	-32600.0	0.1053	0.01149	3.974E-4	0.5684	
17648	58510.0	0.105	0.01319	4.548E-4	0.4821	
17649	32620.0	0.1057	0.0134	4.911E-4	0.4047	
17650	57940.0	0.1071	0.009329	4.059E-4	0.4386	
17651	27730.0	0.107	0.008104	4.606E-4	0.4538	
17652	58910.0	0.1072	0.00793	5.076E-4	0.2877	
17653	44250.0	0.1075	0.01047	5.441E-4	0.4827	
17654	47690.0	0.104	0.009041	4.363E-4	0.5593	
17655	14450.0	0.1044	0.006716	4.437E-4	0.4216	
17656	56180.0	0.1065	0.00709	4.762E-4	0.4737	
17657	59610.0	0.1042	0.003688	4.724E-4	0.5805	
17658	32300.0	0.1052	0.005431	4.01E-4	0.3896	
17659	55010.0	0.1073	0.005382	4.225E-4	0.6692	
17660	58910.0	0.1073	0.005854	4.911E-4	0.5235	
17661	58140.0	0.1059	0.007872	5.991E-4	0.3777	
17662	10950.0	0.1058	0.007287	6.044E-4	0.3964	
17663	59090.0	0.106	0.007288	3.412E-4	0.7996	
17664	49620.0	0.104	0.00755	3.837E-4	0.608	
17665	45210.0	0.1054	0.01097	3.754E-4	0.4274	
17666	56010.0	0.1056	0.01214	4.315E-4	0.322	
17667	53410.0	0.1052	0.01227	5.595E-4	0.3825	
17668	55640.0	0.1051	0.009257	4.462E-4	0.4782	
17669	34850.0	0.1048	0.007082	4.416E-4	0.4499	
17670	52960.0	0.104	0.006568	4.55E-4	0.4523	
17671	44390.0	0.1046	0.008957	4.711E-4	0.4194	
17672	59040.0	0.1041	0.008795	4.986E-4	0.4794	
17673	22970.0	0.105	0.009021	5.023E-4	0.3568	
17674	50670.0	0.1062	0.008194	5.19E-4	0.3513	
17675	54440.0	0.1054	0.01061	5.63E-4	0.4292	
17676	52760.0	0.1055	0.01549	3.85E-4	0.5209	
17677	42450.0	0.1056	0.008224	4.841E-4	0.1972	
17678	59420.0	0.1068	0.005351	3.996E-4	0.5039	
17679	56040.0	0.1052	0.008639	5.466E-4	0.326	
17680	60010.0	0.1061	0.007012	4.797E-4	0.6128	
17681	58950.0	0.1052	0.008033	4.937E-4	0.4013	
17682	59980.0	0.1054	0.01272	5.526E-4	0.2042	
17683	55390.0	0.106	0.01118	4.269E-4	0.2205	
17684	53840.0	0.1071	0.0105	4.311E-4	0.4765	
17685	46180.0	0.1038	0.01244	4.176E-4	0.4333	
17686	38320.0	0.1057	0.0107	4.668E-4	0.4718	
17687	34970.0	0.1057	0.006296	5.078E-4	0.3583	
17688	56620.0	0.1065	0.009295	4.467E-4	0.5053	
17689	31880.0	0.1062	0.00922	4.51E-4	0.385	
17690	40810.0	0.1046	0.009811	5.634E-4	0.3593	
17691	52420.0	0.1055	0.007073	5.799E-4	0.3557	
17692	30120.0	0.1059	0.008692	5.734E-4	0.308	
17693	52050.0	0.1049	0.008787	5.764E-4	0.2973	
17694	59960.0	0.1034	0.006616	5.631E-4	0.3398	
17695	41440.0	0.1065	0.006587	5.402E-4	0.4412	
17696	59910.0	0.1056	0.01017	4.823E-4	0.5471	
17697	53800.0	0.1075	0.008639	5.13E-4	0.5281	
17698	48110.0	0.1045	0.007818	5.195E-4	0.5644	
17699	46380.0	0.1042	0.01082	3.989E-4	0.5028	
17700	59210.0	0.1071	0.01036	5.627E-4	0.5255	
17701	52700.0	0.1039	0.005688	5.265E-4	0.2153	
17702	49860.0	0.1075	0.003067	5.401E-4	0.3274	
17703	59400.0	0.1071	0.00664	5.153E-4	0.4253	
17704	51130.0	0.1051	0.004683	4.727E-4	0.3612	
17705	49810.0	0.1053	0.005603	5.296E-4	0.3403	
17706	57550.0	0.1056	0.00733	5.391E-4	0.3515	
17707	45640.0	0.1059	0.007606	5.599E-4	0.2569	
17708	59230.0	0.1078	0.006811	4.073E-4	0.6341	
17709	14370.0	0.1074	0.00993	5.088E-4	0.4962	
17710	59540.0	0.104	0.005788	5.096E-4	0.2858	
17711	59990.0	0.1045	0.004875	5.156E-4	0.5014	
17712	-14030.0	0.1079	0.01068	5.679E-4	0.3362	
17713	56200.0	0.1035	0.008392	6.144E-4	0.2091	
17714	51400.0	0.1035	0.006493	4.85E-4	0.4941	
17715	50450.0	0.1045	0.01154	5.066E-4	0.5628	
17716	57730.0	0.1072	0.0118	4.451E-4	0.5155	
17717	52890.0	0.1031	0.01061	4.51E-4	0.3107	
17718	43160.0	0.1076	0.009173	4.532E-4	0.5498	
17719	58920.0	0.1039	0.008003	5.054E-4	0.4251	
17720	57070.0	0.107	0.007518	4.831E-4	0.4509	
17721	58640.0	0.1053	0.006923	4.94E-4	0.4261	
17722	30040.0	0.1059	0.007437	5.021E-4	0.3416	
17723	58420.0	0.1062	0.008764	5.234E-4	0.3043	
17724	58010.0	0.1048	0.008181	5.763E-4	0.3755	
17725	56970.0	0.107	0.006876	5.135E-4	0.369	
17726	59860.0	0.1045	0.006258	4.896E-4	0.4362	
17727	54380.0	0.107	0.008473	4.708E-4	0.4943	
17728	57300.0	0.1065	0.00836	3.962E-4	0.4258	
17729	29860.0	0.1048	0.007922	4.23E-4	0.3975	
17730	6.0E+4	0.1064	0.006231	5.139E-4	0.3412	
17731	59550.0	0.1058	0.008638	4.836E-4	0.2714	
17732	54620.0	0.1059	0.005799	4.551E-4	0.3801	
17733	42600.0	0.1056	0.004635	4.661E-4	0.6454	
17734	59980.0	0.1056	0.005813	4.498E-4	0.6067	
17735	53010.0	0.1064	0.003986	4.281E-4	0.5917	
17736	52050.0	0.1066	0.005615	4.782E-4	0.4828	
17737	56790.0	0.1056	0.006202	4.2E-4	0.4726	
17738	59450.0	0.1052	0.005406	4.425E-4	0.3438	
17739	59270.0	0.1059	0.007317	5.295E-4	0.5045	
17740	47330.0	0.1057	0.008101	4.581E-4	0.3194	
17741	34620.0	0.1056	0.007693	5.195E-4	0.3883	
17742	48620.0	0.1046	0.005717	4.211E-4	0.5006	
17743	48950.0	0.1072	0.005204	4.99E-4	0.3472	
17744	59340.0	0.1074	0.006579	4.388E-4	0.3731	
17745	10880.0	0.1043	0.006515	3.957E-4	0.5245	
17746	52930.0	0.1043	0.007787	5.594E-4	0.4216	
17747	56070.0	0.1052	0.00539	4.909E-4	0.4453	
17748	56240.0	0.1058	0.01137	4.961E-4	0.21	
17749	59550.0	0.105	0.009177	5.541E-4	0.3114	
17750	59820.0	0.1052	0.01124	5.44E-4	0.3924	
17751	38800.0	0.1063	0.01165	4.577E-4	0.2565	
17752	35220.0	0.1044	0.01317	6.234E-4	0.236	
17753	56480.0	0.107	0.008302	5.519E-4	0.2583	
17754	38610.0	0.1071	0.01495	5.476E-4	0.3047	
17755	58840.0	0.1041	0.01669	4.191E-4	0.4057	
17756	59030.0	0.1084	0.01644	4.731E-4	0.3646	
17757	26090.0	0.1028	0.0122	4.886E-4	0.4579	
17758	59890.0	0.1035	0.00699	4.183E-4	0.5996	
17759	52670.0	0.1062	0.007053	4.33E-4	0.5842	
17760	54970.0	0.1056	0.009785	4.106E-4	0.3413	
17761	58910.0	0.1069	0.01091	3.903E-4	0.5404	
17762	60010.0	0.1052	0.006861	4.74E-4	0.4823	
17763	33820.0	0.1063	0.004217	4.587E-4	0.6276	
17764	55880.0	0.1051	0.01212	4.02E-4	0.416	
17765	57670.0	0.1048	0.01082	3.772E-4	0.4213	
17766	58880.0	0.1069	0.005607	4.458E-4	0.3142	
17767	32390.0	0.1055	0.006262	5.631E-4	0.2956	
17768	58870.0	0.1065	0.006935	5.922E-4	0.3008	
17769	56420.0	0.1059	0.01253	5.165E-4	0.3457	
17770	59890.0	0.1053	0.01234	5.482E-4	0.3729	
17771	50020.0	0.1056	0.01263	5.327E-4	0.454	
17772	54880.0	0.1053	0.01029	5.512E-4	0.3177	
17773	55740.0	0.1053	0.009886	4.111E-4	0.3126	
17774	44520.0	0.1065	0.005679	5.588E-4	0.4589	
17775	51190.0	0.1053	0.006949	5.089E-4	0.3745	
17776	59900.0	0.1055	0.006926	5.9E-4	0.1947	
17777	49420.0	0.1057	0.01003	6.685E-4	0.337	
17778	52480.0	0.1039	0.01114	3.657E-4	0.6826	
17779	60010.0	0.1055	0.01143	3.811E-4	0.7178	
17780	26460.0	0.1068	0.006562	4.308E-4	0.5243	
17781	59740.0	0.1063	0.00963	4.264E-4	0.4792	
17782	49930.0	0.1047	0.007035	4.754E-4	0.3018	
17783	54070.0	0.1053	0.006475	5.973E-4	0.3596	
17784	53570.0	0.1057	0.00916	5.106E-4	0.3731	
17785	23220.0	0.1056	0.009627	4.775E-4	0.2923	
17786	54590.0	0.106	0.009082	5.374E-4	0.4146	
17787	54240.0	0.1056	0.008937	5.439E-4	0.4947	
17788	48360.0	0.1058	0.007592	4.335E-4	0.4643	
17789	55530.0	0.1072	0.006583	4.924E-4	0.3297	
17790	54920.0	0.1058	0.005728	4.963E-4	0.5127	
17791	57820.0	0.106	0.006555	4.416E-4	0.5232	
17792	58850.0	0.1055	0.006054	3.984E-4	0.567	
17793	56820.0	0.1056	0.005774	4.823E-4	0.209	
17794	32170.0	0.106	0.004553	5.683E-4	0.4565	
17795	53930.0	0.1051	0.003966	5.576E-4	0.4428	
17796	51960.0	0.1058	0.005214	4.45E-4	0.4753	
17797	46220.0	0.1066	0.005914	4.706E-4	0.4837	
17798	49670.0	0.106	0.006388	4.605E-4	0.666	
17799	57720.0	0.1059	0.007881	4.254E-4	0.3742	
17800	47670.0	0.1058	0.007736	4.038E-4	0.3085	
17801	45870.0	0.1056	0.009416	4.365E-4	0.5391	
17802	59840.0	0.1062	0.008484	4.11E-4	0.3995	
17803	51070.0	0.1058	0.01019	4.995E-4	0.2828	
17804	56440.0	0.1042	0.009622	4.883E-4	0.3364	
17805	45170.0	0.1057	0.008882	4.696E-4	0.3232	
17806	59100.0	0.1062	0.008561	5.061E-4	0.281	
17807	18030.0	0.1049	0.01006	4.624E-4	0.3241	
17808	57050.0	0.1064	0.0107	4.272E-4	0.5347	
17809	59810.0	0.1057	0.01073	4.261E-4	0.4757	
17810	55230.0	0.1053	0.00784	5.673E-4	0.4421	
17811	60010.0	0.1056	0.01131	4.157E-4	0.6064	
17812	52100.0	0.1058	0.009495	4.382E-4	0.3832	
17813	53920.0	0.105	0.008847	4.25E-4	0.5049	
17814	59110.0	0.1051	0.008298	3.748E-4	0.4785	
17815	20490.0	0.1049	0.01054	5.063E-4	0.419	
17816	53280.0	0.1053	0.01186	4.811E-4	0.4236	
17817	32270.0	0.1055	0.0105	4.515E-4	0.4827	
17818	34310.0	0.1069	0.01274	4.126E-4	0.446	
17819	48310.0	0.1053	0.005106	4.645E-4	0.3794	
17820	50690.0	0.106	0.003039	5.479E-4	0.4665	
17821	47590.0	0.106	0.003278	4.545E-4	0.4262	
17822	47410.0	0.1056	0.004918	4.913E-4	0.3943	
17823	59870.0	0.1056	0.004337	4.842E-4	0.676	
17824	59970.0	0.1056	0.01026	5.284E-4	0.3878	
17825	59720.0	0.1062	0.007277	4.587E-4	0.4184	
17826	30320.0	0.106	0.005283	5.782E-4	0.4606	
17827	41860.0	0.1045	0.007714	5.157E-4	0.3766	
17828	50320.0	0.105	0.007248	5.207E-4	0.2583	
17829	58190.0	0.1046	0.007094	5.246E-4	0.2191	
17830	59950.0	0.1076	0.008318	4.578E-4	0.7432	
17831	56960.0	0.1039	0.006577	3.743E-4	0.4143	
17832	59510.0	0.1071	0.005442	4.372E-4	0.4607	
17833	59360.0	0.1055	0.007471	4.748E-4	0.4132	
17834	11100.0	0.1048	0.009478	5.272E-4	0.416	
17835	59310.0	0.1046	0.01816	5.586E-4	0.396	
17836	57910.0	0.1065	0.01974	4.562E-4	0.4791	
17837	54280.0	0.1055	0.006616	4.606E-4	0.5428	
17838	58110.0	0.106	0.006474	4.627E-4	0.2634	
17839	44590.0	0.1061	0.006799	5.645E-4	0.3234	
17840	58300.0	0.1062	0.009355	5.409E-4	0.4348	
17841	58960.0	0.1054	0.009241	4.649E-4	0.49	
17842	52540.0	0.1066	0.01046	4.264E-4	0.6111	
17843	50670.0	0.1063	0.008755	4.33E-4	0.6101	
17844	56920.0	0.1048	0.007608	4.253E-4	0.5748	
17845	59870.0	0.1054	0.008864	4.455E-4	0.3671	
17846	52750.0	0.1058	0.009076	4.385E-4	0.3666	
17847	18910.0	0.1058	0.01014	3.927E-4	0.3638	
17848	52840.0	0.1063	0.01156	5.318E-4	0.3453	
17849	18660.0	0.1061	0.01185	5.389E-4	0.3515	
17850	20590.0	0.1054	0.01507	4.561E-4	0.4907	
17851	13480.0	0.1067	0.01105	4.65E-4	0.4122	
17852	54990.0	0.1062	0.004644	5.469E-4	0.3392	
17853	59500.0	0.1056	0.007781	5.362E-4	0.2648	
17854	21390.0	0.1082	0.002615	5.702E-4	0.5308	
17855	33550.0	0.1065	0.006131	6.313E-4	0.4497	
17856	20820.0	0.1057	0.007783	5.105E-4	0.4835	
17857	53880.0	0.1057	0.00716	4.658E-4	0.5254	
17858	52530.0	0.1049	0.00861	4.621E-4	0.2806	
17859	53490.0	0.1054	0.008823	4.289E-4	0.3466	
17860	55420.0	0.106	0.007784	4.014E-4	0.3689	
17861	58200.0	0.1069	0.004925	5.072E-4	0.5395	
17862	52180.0	0.1059	0.006567	5.313E-4	0.2852	
17863	57530.0	0.1054	0.007109	5.162E-4	0.3286	
17864	59980.0	0.106	0.01215	5.072E-4	0.4894	
17865	59850.0	0.1041	0.005937	4.33E-4	0.3082	
17866	42200.0	0.1063	0.007959	6.014E-4	0.3559	
17867	44940.0	0.1041	0.009035	5.042E-4	0.3468	
17868	55760.0	0.1044	0.008028	4.3E-4	0.5288	
17869	47550.0	0.1041	0.007923	5.072E-4	0.7082	
17870	20680.0	0.1068	0.007715	4.316E-4	0.4818	
17871	58560.0	0.1039	0.008567	4.644E-4	0.5476	
17872	58990.0	0.106	0.009763	4.29E-4	0.3473	
17873	45850.0	0.1061	0.01014	4.452E-4	0.3079	
17874	19660.0	0.1061	0.008522	4.74E-4	0.4564	
17875	59240.0	0.106	0.007506	4.816E-4	0.4263	
17876	59310.0	0.1063	0.00823	4.72E-4	0.3904	
17877	50630.0	0.1063	0.007013	4.917E-4	0.3977	
17878	58680.0	0.1059	0.006786	4.199E-4	0.2954	
17879	58560.0	0.104	0.008869	3.907E-4	0.6836	
17880	57480.0	0.1073	0.008905	3.177E-4	0.6474	
17881	53580.0	0.1058	0.005033	4.212E-4	0.5347	
17882	59440.0	0.1062	0.006132	4.579E-4	0.4527	
17883	60010.0	0.1068	0.004284	5.948E-4	0.5404	
17884	50810.0	0.1069	0.01103	4.361E-4	0.4881	
17885	17020.0	0.1064	0.01038	4.658E-4	0.4167	
17886	16450.0	0.1054	0.008242	4.727E-4	0.5814	
17887	59200.0	0.1037	0.008795	4.794E-4	0.5675	
17888	59130.0	0.1057	0.006954	4.009E-4	0.6813	
17889	33900.0	0.1066	0.007348	3.973E-4	0.49	
17890	58270.0	0.1061	0.007876	3.899E-4	0.7303	
17891	59970.0	0.1057	0.009497	4.679E-4	0.5496	
17892	36370.0	0.1054	0.012	4.776E-4	0.4917	
17893	6.0E+4	0.1047	0.008829	4.355E-4	0.4772	
17894	59760.0	0.1059	0.009449	4.754E-4	0.3958	
17895	59190.0	0.1055	0.0116	4.283E-4	0.3904	
17896	46450.0	0.1059	0.0096	4.606E-4	0.5873	
17897	57400.0	0.1053	0.009127	4.585E-4	0.431	
17898	58290.0	0.1054	0.00749	4.543E-4	0.6191	
17899	29980.0	0.1054	0.00719	4.519E-4	0.3824	
17900	56910.0	0.1043	0.009225	4.871E-4	0.315	
17901	54740.0	0.1038	0.006519	4.677E-4	0.482	
17902	59990.0	0.1056	0.008018	4.57E-4	0.4933	
17903	57550.0	0.1067	0.008809	6.173E-4	0.2921	
17904	54070.0	0.1046	0.007956	5.863E-4	0.3517	
17905	58600.0	0.1066	0.006618	5.868E-4	0.3121	
17906	58690.0	0.1052	0.006084	4.278E-4	0.3633	
17907	38900.0	0.1082	0.006919	5.661E-4	0.3903	
17908	54520.0	0.1036	0.00948	4.835E-4	0.3505	
17909	59550.0	0.1053	0.005208	4.23E-4	0.4415	
17910	59880.0	0.106	0.007777	4.619E-4	0.311	
17911	55100.0	0.1045	0.01504	4.414E-4	0.4386	
17912	54720.0	0.1058	0.009766	5.245E-4	0.3245	
17913	8163.0	0.1057	0.007357	5.722E-4	0.3546	
17914	60010.0	0.1057	0.00839	5.519E-4	0.2809	
17915	59840.0	0.1063	0.005055	6.997E-4	0.2613	
17916	56080.0	0.1068	0.008849	5.394E-4	0.3147	
17917	54700.0	0.1047	0.009007	4.693E-4	0.5032	
17918	59210.0	0.1074	0.01141	4.373E-4	0.5159	
17919	59790.0	0.1046	0.0124	4.338E-4	0.3508	
17920	53070.0	0.1068	0.006937	5.776E-4	0.3588	
17921	6.0E+4	0.1044	0.007607	5.119E-4	0.456	
17922	52810.0	0.1043	0.006647	5.098E-4	0.3851	
17923	30190.0	0.1058	0.007817	4.996E-4	0.3825	
17924	58620.0	0.1062	0.005208	5.4E-4	0.3009	
17925	47010.0	0.1046	0.01162	5.545E-4	0.2753	
17926	5.8E+4	0.1058	0.01129	5.345E-4	0.6084	
17927	59850.0	0.106	0.01089	3.359E-4	0.6874	
17928	43100.0	0.1053	0.008543	4.749E-4	0.7058	
17929	59560.0	0.1063	0.01186	3.554E-4	0.5942	
17930	57020.0	0.106	0.008404	4.71E-4	0.6195	
17931	59770.0	0.1068	0.0083	3.913E-4	0.7043	
17932	47450.0	0.1074	0.009083	3.672E-4	0.6852	
17933	54970.0	0.1065	0.006015	3.096E-4	0.5587	
17934	45950.0	0.1063	0.007285	4.822E-4	0.5193	
17935	59810.0	0.1052	0.01004	5.033E-4	0.4761	
17936	6.0E+4	0.105	0.008948	5.07E-4	0.487	
17937	59560.0	0.1044	0.005948	4.934E-4	0.3317	
17938	59710.0	0.1044	0.009385	5.995E-4	0.2429	
17939	50340.0	0.1069	0.01318	5.636E-4	0.2247	
17940	5.3E+4	0.1066	0.00526	5.125E-4	0.4592	
17941	35740.0	0.1067	0.003851	5.082E-4	0.3953	
17942	56830.0	0.1061	0.003327	5.122E-4	0.1705	
17943	52750.0	0.1055	0.003211	6.548E-4	0.2242	
17944	50620.0	0.1051	0.01437	6.989E-4	0.3645	
17945	52780.0	0.1056	0.01485	6.602E-4	0.2582	
17946	58290.0	0.1042	0.01255	4.758E-4	0.3572	
17947	40800.0	0.1065	0.009671	4.688E-4	0.3099	
17948	58940.0	0.1036	0.01019	4.689E-4	0.3208	
17949	60010.0	0.104	0.004673	5.392E-4	0.2986	
17950	52240.0	0.1071	0.004554	5.729E-4	0.3738	
17951	51800.0	0.1041	0.008592	5.773E-4	0.359	
17952	39410.0	0.1057	0.00942	6.26E-4	0.2658	
17953	46690.0	0.1049	0.01051	5.641E-4	0.2965	
17954	20220.0	0.1061	0.01184	4.875E-4	0.6802	
17955	53940.0	0.1071	0.01327	3.429E-4	0.5669	
